w,x,y,z
 1.00000000000000000,  0.00000000000000000,  0.00000000000000000,  0.00000000000000000
 0.80901699437494756, -0.42532540417601994, -0.30901699437494751,  0.26286555605956663
 0.80901699437494745, -0.42532540417601988,  0.30901699437494751,  0.26286555605956657
 0.80901699437494745,  0.00000000000000000,  0.00000000000000000,  0.58778525229247314
 0.80901699437494734,  0.16245984811645311, -0.50000000000000000,  0.26286555605956669
 0.80901699437494734,  0.16245984811645323,  0.50000000000000000,  0.26286555605956669
 0.80901699437494756,  0.52573111211913370,  0.00000000000000000,  0.26286555605956669
 0.80901699437494734,  0.42532540417601999, -0.30901699437494740, -0.26286555605956691
 0.80901699437494734, -0.16245984811645320,  0.50000000000000000, -0.26286555605956691
 0.80901699437494734,  0.00000000000000000,  0.00000000000000000, -0.58778525229247325
 0.80901699437494745, -0.16245984811645317, -0.50000000000000000, -0.26286555605956696
 0.80901699437494745, -0.52573111211913359,  0.00000000000000000, -0.26286555605956707
 0.80901699437494723,  0.42532540417602005,  0.30901699437494751, -0.26286555605956691
 0.50000000000000000,  0.42532540417601994,  0.30901699437494751,  0.68819096023558657
 0.50000000000000000, -0.16245984811645320,  0.50000000000000000,  0.68819096023558668
 0.50000000000000000, -0.16245984811645317, -0.50000000000000000,  0.68819096023558668
 0.50000000000000000,  0.42532540417602005, -0.30901699437494756,  0.68819096023558657
 0.50000000000000000, -0.85065080835203999,  0.00000000000000000,  0.16245984811645306
 0.50000000000000000, -0.52573111211913370,  0.00000000000000000,  0.68819096023558679
 0.50000000000000000,  0.52573111211913370,  0.00000000000000000, -0.68819096023558679
 0.50000000000000000,  0.16245984811645317, -0.50000000000000000, -0.68819096023558679
 0.50000000000000000,  0.16245984811645314,  0.50000000000000000, -0.68819096023558690
 0.50000000000000000, -0.26286555605956685, -0.80901699437494756,  0.16245984811645284
 0.50000000000000000, -0.68819096023558679, -0.50000000000000000, -0.16245984811645328
 0.50000000000000000,  0.26286555605956680, -0.80901699437494745, -0.16245984811645336
 0.50000000000000000,  0.26286555605956685,  0.80901699437494756, -0.16245984811645323
 0.50000000000000000, -0.68819096023558679,  0.50000000000000000, -0.16245984811645331
 0.50000000000000000, -0.42532540417602005,  0.30901699437494751, -0.68819096023558690
 0.50000000000000000, -0.42532540417601994, -0.30901699437494734, -0.68819096023558690
 0.50000000000000000,  0.85065080835204010,  0.00000000000000000, -0.16245984811645314
 0.50000000000000000,  0.68819096023558690,  0.50000000000000000,  0.16245984811645303
 0.50000000000000000,  0.68819096023558701, -0.50000000000000000,  0.16245984811645295
 0.50000000000000000, -0.26286555605956685,  0.80901699437494767,  0.16245984811645306
 0.30901699437494767, -0.68819096023558668, -0.50000000000000000,  0.42532540417601983
 0.30901699437494740,  0.00000000000000000,  0.00000000000000000, -0.95105651629515364
 0.30901699437494734,  0.68819096023558679,  0.50000000000000000, -0.42532540417601999
 0.30901699437494734,  0.26286555605956680, -0.80901699437494756,  0.42532540417601966
 0.30901699437494745,  0.00000000000000000,  0.00000000000000000,  0.95105651629515364
 0.30901699437494762, -0.68819096023558690,  0.50000000000000000,  0.42532540417601983
 0.30901699437494745,  0.85065080835204021,  0.00000000000000000,  0.42532540417601972
 0.30901699437494734,  0.26286555605956685,  0.80901699437494767,  0.42532540417601977
 0.30901699437494728, -0.85065080835203988,  0.00000000000000000, -0.42532540417602022
 0.30901699437494723, -0.26286555605956691, -0.80901699437494745, -0.42532540417602016
 0.30901699437494712,  0.68819096023558690, -0.50000000000000000, -0.42532540417602011
 0.30901699437494723, -0.26286555605956696,  0.80901699437494756, -0.42532540417602016
 0.00000000000000000, -0.42532540417601994, -0.30901699437494745,  0.85065080835203988
 0.00000000000000000, -0.42532540417601994,  0.30901699437494745,  0.85065080835203988
 0.00000000000000000, -0.85065080835204010,  0.00000000000000000,  0.52573111211913348
 0.00000000000000000,  0.00000000000000000,  1.00000000000000000,  0.00000000000000000
 0.00000000000000000,  0.52573111211913370,  0.00000000000000000,  0.85065080835203988
 0.00000000000000000,  0.16245984811645323, -0.50000000000000000,  0.85065080835203988
 0.00000000000000000, -0.26286555605956691,  0.80901699437494734,  0.52573111211913359
 0.00000000000000000, -0.26286555605956663, -0.80901699437494756,  0.52573111211913359
 0.00000000000000000,  0.68819096023558690,  0.50000000000000000,  0.52573111211913337
 0.00000000000000000, -0.95105651629515353,  0.30901699437494751,  0.00000000000000000
 0.00000000000000000, -0.58778525229247292, -0.80901699437494756,  0.00000000000000000
 0.00000000000000000,  0.16245984811645328,  0.50000000000000000,  0.85065080835204010
 0.00000000000000000,  0.68819096023558690, -0.50000000000000000,  0.52573111211913337
 0.00000000000000000, -0.95105651629515364, -0.30901699437494740,  0.00000000000000000
 0.00000000000000000, -0.58778525229247325,  0.80901699437494756,  0.00000000000000000
